LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
MN1574,Midland Square Bldg.,5,331 2Nd Ave S,Minneapolis,MN,55401,44.97858,-93.266401,3499,2000,2705,Ilhan Omar,Active,Building,,
AK3503,Engineering Facility,10,1764 Tanana Loop,Fairbanks,AK,99775,64.855674,-147.81738,756,2000,200,Mary Peltola,Active,Building,,
TX2636,211 N. Florence,7,211 N Florence St,El Paso,TX,79901,31.76138,-106.48446,10330,2000,4816,Veronica Escobar,Active,Building,,
VA0514,1006-N Settlers Landing Road,3,1006 Settlers Landing Rd,Hampton,VA,23669,37.02489,-76.333261,911,2000,5103,Robert Scott,Active,Building,,
CO0530,Dfc Bldg 53,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.71858,-105.119,369812.94,1941,807,Brittany Pettersen,Active,Building,,
KY3020,Republic Bank Building,4,9600 Brownsboro Rd,Louisville,KY,40241,38.307861,-85.572945,3938,2000,2103,Morgan McGarvey,Active,Building,,
TX1936,Ncnb Texas Nat'L Bnk,7,2615 Calder St,Beaumont,TX,77702,30.08507,-94.127801,21120,2000,4836,Brian Babin,Active,Building,,
CA0235,Leo J. Ryan Federal Records Cr,9,1000 Commodore Dr,San Bruno,CA,94066,37.6321077,-122.42393,227836.68,1972,615,Kevin Mullin,Active,Building,,
TX0025,Usbs Donna Southbound Primary Inspection Canopy,7,7801 S. International Blvd,Donna,TX,78537,26.071033,-98.073059,3372.38,2010,4834,Vicente Gonzalez,Active,Building,,
MS1005,Irs Greenville - Dotson Building,4,619 Washington Ave,Greenville,MS,38701,33.409476,-91.0584,7000,2000,2802,Bennie Thompson,Active,Building,,
AS8346,Centennial Office Building,9,1 Utulei Road,Pago Pago,AS,96799,-14.329803,-170.71385,4297,2000,6098,Aumua Amata Radewagen,Active,Building,,
TX0921,Bpsh Mcallen Admin Bldg,7,2301 S Main St,Mcallen,TX,78503,26.182037,-98.237474,8386.61,1972,4815,Monica De La Cruz,Active,Building,,
MO1926,Cape Girardeau Regionalairport,6,750 Limbaugh Dr.,Cape Girardeau,MO,63701,37.3506483,-89.5972556,779,2000,2908,Jason Smith,Active,Building,,
FL0078,C. Clyde Atkins U.S. Courthous,4,301 N Miami Ave,Miami,FL,33128,25.77737,-80.193361,153342.95,1982,1227,Maria Salazar,Active,Building,,
TN1184,Krystal Building,4,100 Martin Luther King Blvd,Chattanooga,TN,37402,35.0457433,-85.308334,1210,2000,4703,Charles Fleischmann,Active,Building,,
NY7299,Adirondack Regional Airport,2,Terminal Road,Saranac,NY,12983,44.379767,-74.202515,525,2000,3621,Elise Stefanik,Active,Building,,
CA7599,733 L Street,9,733 L St,Fresno,CA,93721,36.73281,-119.78556,10362,2000,621,Jim Costa,Active,Building,,
AK3282,"Airport Business Center - Unalaska, Ak",10,2315 Airport Beach Rd,Dutch Harbor,AK,99692,53.888821,-166.5457852,4613,2000,200,Mary Peltola,Active,Building,,
OH2387,Akron Centre Plaza,5,50 S Main St,Akron,OH,44308,41.08385,-81.518051,3546,2009,3913,Emilia Sykes,Active,Building,,
PA0971,Pheaa Bertolino Surface Lot,3,1401 N 7Th St,Harrisburg,PA,17102,40.273713,-76.884044,0,2000,4210,Scott Perry,Active,Structure,,
MN2607,Norman Pointe Ii,5,5600 American Blvd W,Bloomington,MN,55437,44.85696,-93.352391,204457,2000,2703,Dean Phillips,Active,Building,,
MI0528,Bldg 20 Fed Center,5,74 Washington Ave N,Battle Creek,MI,49037,42.3266,-85.189781,1470.97,1921,2604,Bill Huizenga,Active,Building,,
NM1511,Wells Fargo Bank Nm1511,7,506 S Main St,Las Cruces,NM,88001,32.30507,-106.77858,21128,2000,3502,Gabe Vasquez,Active,Building,,
TX2790,Las Colinas Tower Ii,7,225 E John W Carpenter Fwy,Irving,TX,75062,32.86627,-96.940411,25143,1980,4806,Jake Ellzey,Active,Building,,
PA0849,"1700 Markley St, Condo 1",3,1700 Markley St,Norristown,PA,19401,40.131313,-75.334328,11892,1980,4205,Mary Scanlon,Active,Building,,
TX0723,Usbs Marcelino Serna Tornillo Pov Secondary Inspection,7,1400 Lower Island (Fm 1109) Road,Tornillo,TX,79853,31.43594,-106.1429,8459.55,2014,4823,Tony Gonzales,Active,Structure,,
AZ7469,Yuma Tsa On Airport,9,2191 E 32Nd St,Yuma,AZ,85365,32.66861,-114.59897,1077,2000,409,Paul Gosar,Active,Building,,
NJ0501,Bldg 0501 Warehouse 1,3,152 Us-206 S,Somerville,NJ,8876,40.5652696,-74.623103,200000,1952,3407,Thomas Kean,Excess,Building,,
OR6739,Ssa Pendleton,10,1229 Se 3Rd St,Pendleton,OR,97801,45.6621437,-118.78047,4033,2000,4102,Cliff Bentz,Active,Building,,
MD0765,Frc Building 64 Lab,11,10903 New Hampshire Ave,Silver Spring,MD,20903,39.0371587,-76.98204,127979.73,2003,2408,Jamie Raskin,Active,Building,,
LA1505,Jefferson Place Office Park,7,7884 Office Park Blvd,Baton Rouge,LA,70809,30.42021,-91.101561,4832,2000,2206,Garret Graves,Active,Building,,
ID4265,Waterfront,10,3050 N Lakeharbor Ln,Boise,ID,83703,43.6515658,-116.25408,5179,2000,1602,Michael Simpson,Active,Building,,
NH6145,4 Technology Drive,1,4 Technology Dr,Londonderry,NH,3053,42.93298,-71.423251,8009,2000,3301,Chris Pappas,Active,Building,,
MD1099,Arundel Mills Corporate Park,3,7556 Teague Rd,Hanover,MD,21076,39.15375,-76.719681,19397,2009,2403,John Sarbanes,Active,Building,,
DC0459,Reagan Bldg Fob,11,1300 Pennsylvania Ave Nw,Washington,DC,20004,38.89393,-77.031211,2167171.4,1996,1198,Eleanor Norton,Active,Building,,
CO1932,2734 Crossroads Bldg,8,2734 Crossroads Blvd,Grand Junction,CO,81506,39.117,-108.546,9793,2000,803,Lauren Boebert,Active,Building,,
IL0209,Federal Archives Records Ctr.,5,7358 S Pulaski Rd,Chicago,IL,60629,41.7589848,-87.722242,184671.07,1973,1704,Jesus Garcia,Active,Building,,
DC0023,Robert F. Kennedy Bldg,11,950 Pennsylvania Avenue Nw,Washington,DC,20530,38.8928853,-77.024895,1025260.21,1935,1198,Eleanor Norton,Active,Building,,
MA5683,Harbour Pointe Park,1,70 Everett Ave,Chelsea,MA,2150,42.39315,-71.039161,2500,2000,2507,Ayanna Pressley,Active,Building,,
GA2301,Technicon,4,440 Martin Luther King Jr Blvd,Macon,GA,31201,32.83394,-83.625901,4185,2000,1302,Sanford Bishop,Active,Building,,
MO0605,Fed Ctr Bg 102E,6,4300 Goodfellow Blvd,St. Louis,MO,63120,38.6914,-90.267091,14197.31,1942,2901,Cori Bush,Active,Building,,
TX2850,San Antonio Distribution Center,7,3453 N I-35,San Antonio,TX,78219,29.4461063,-98.431546,2400,1986,4835,Greg Casar,Active,Building,,
ME4282,Merrill'S Wharf,1,254 Commercial St,Portland,ME,4101,43.6535551,-70.2541395,1646,2023,2301,Chellie Pingree,Active,Building,,
CA8351,5521 Grosvenor Blvd,9,5521 Grosvenor Blvd,Los Angeles,CA,90066,33.98085,-118.41335,33750,2000,636,Ted Lieu,Active,Building,,
MA6047,280 Merrrimack Street,1,280 Merrimack Street,Lawrence,MA,1843,42.7031551,-71.1484785,0,2023,2503,Lori Trahan,Active,Building,,
MD1115,"Wedgewood South, Building 1",3,4510 Buckeystown Pike,Frederick,MD,21704,39.35726,-77.422261,30000,2000,2406,David Trone,Active,Building,,
IA1493,1610 12Th Ave Sw,6,1610 12Th Ave Sw,Spencer,IA,51301,43.1208,-95.161631,5200,2000,1904,Randy Feenstra,Active,Building,,
WV0232,Board Of Trade Bldg,3,80 12Th St,Wheeling,WV,26003,40.06719,-80.720951,1633,2000,5402,Alexander Mooney,Active,Building,,
NY0405,Targeted Enforcement Building,2,56 Ramp Road,Champlain,NY,12919,45.00262,-73.45584,3827.55,2007,3621,Elise Stefanik,Active,Building,,
MD0199,One White Flint North,11,11555 Rockville Pike,Bethesda,MD,20852,39.0460763,-77.110957,345183.44,1986,2408,Jamie Raskin,Active,Building,,
AZ8437,1785 Kiowa Avenue,9,1785 Kiowa Ave,Lake Havasu City,AZ,86403,34.503023,-114.351,13563,2000,409,Paul Gosar,Active,Building,,
MD1885,6101 Executive Blvd.,11,6101 Executive Blvd,Rockville,MD,20852,39.04936,-77.123041,19943,2000,2408,Jamie Raskin,Active,Building,,
NE1433,605 Iron Horse Drive,6,605 Iron Horse Dr,Norfolk,NE,68701,42.035,-97.415451,5858,2000,3101,Mike Flood,Active,Building,,
MO2011,Union Station - Kcmo,6,30 W Pershing Rd,Kansas City,MO,64108,39.08508,-94.585731,4420,1900,2905,Emanuel Cleaver,Active,Building,,
MS2238,1200 Jefferson Place,4,1200 Jefferson Ave,Oxford,MS,38655,34.36848,-89.517691,4152,2008,2801,Trent Kelly,Active,Building,,
FL3060,Radio Antenna,4,350 Nw 215Th St,Miami Gardens,FL,33169,25.97102,-80.209041,0,2000,1224,Frederica Wilson,Active,Structure,,
IN1902,On Broadway Building 12,5,11065 Broadway,Crown Point,IN,46307,41.4171504,-87.335374,7837,2000,1801,Frank Mrvan,Active,Building,,
NY7434,1847-1887 Rockaway Pkwy,2,1887 Rockaway Pkwy,Brooklyn,NY,11236,40.636503,-73.892394,12600,1979,3608,Hakeem Jeffries,Active,Building,,
OH0208,Bricker Federal Bldg,5,200 N High St,Columbus,OH,43215,39.9667,-83.000991,229733.09,1977,3915,Mike Carey,Active,Building,,
WV0236,The Huntington Store,3,301 9Th St,Huntington,WV,25701,38.4218857,-82.444147,8856,2000,5401,Carol Miller,Active,Building,,
MI3080,Radio Centre Two,5,125 Park St,Traverse City,MI,49684,44.76323,-85.617981,798,2000,2601,Jack Bergman,Active,Building,,
SD0040,Fb - Aberdeen,8,115 4Th Ave Se,Aberdeen,SD,57401,45.46169,-98.486,149793.73,1973,4600,Dusty Johnson,Active,Building,,
UT1470,Washington County Building,8,87 N 200 E,St. George,UT,84770,37.109547,-113.57969,31024,2000,4902,Chris Stewart,Active,Building,,
NC2711,1 W. 4Th St,4,1 W 4Th St,Winston Salem,NC,27101,36.098712,-80.244455,5949,1984,3705,Virginia Foxx,Active,Building,,
LA1359,Judson Walsh Rd,7,I 49 S Service Rd,Opelousas,LA,70570,30.4707866,-92.078094,9709,2000,2204,Mike Johnson,Active,Building,,
VA1593,Usgs-Htg Plant,11,Reston,Reston,VA,20192,38.9463818,-77.365355,29766.76,1972,5111,Gerald Connolly,Active,Structure,,
WY1341,Best Iv,8,620 N Us Highway 14-16,Gillette,WY,82716,44.29856,-105.528,4200,2010,5600,Harriet Hageman,Active,Building,,
DC0148,St E;29;Holly Cluster,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1893,1198,Eleanor Norton,Active,Building,,
AZ8531,Palm Center Plaza,9,520 N Camino Mercado,Casa Grande,AZ,85122,32.874149,-111.69105,1230,2000,406,Juan Ciscomani,Active,Building,,
GU6931,First Hawaiian Bank Bldg,9,400 Route 8,Barrigada,GU,96913,13.4700947,144.810448,18594,1994,6698,James Moylan,Active,Building,,
WV0003,Elizabeth Kee Federal Building,3,601 Federal St,Bluefield,WV,24701,37.2673748,-81.221818,37747.68,1911,5401,Carol Miller,Active,Building,,
DC1335,St E; 75; B Bldg,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1902,1198,Eleanor Norton,Active,Building,,
CA7669,601 Allerton,9,601 Allerton St,Redwood City,CA,94063,37.48905,-122.2326,9824,1985,615,Kevin Mullin,Active,Building,,
TX0075,Eldon B. Mahon United States Courthouse,7,510 W 10Th St,Fort Worth,TX,76102,32.749636,-97.333508,120380.84,1933,4812,Kay Granger,Active,Building,,
TX0725,Usbs Marcelino Serna Tornillo Mechanical Building,7,1400 Lower Island (Fm 1109) Road,Tornillo,TX,79853,31.43492,-106.14097,956.55,2014,4823,Tony Gonzales,Active,Building,,
MT5399,Blm Building - Billings,8,5001 Southgate Dr,Billings,MT,59101,45.75454,-108.542,66126,1999,3002,Matthew Rosendale,Active,Building,,
TX8021,Usbs Ysleta El Paso Site,7,797 S Zaragoza Rd,El Paso,TX,79907,31.671255,-106.33616,0,,4823,Tony Gonzales,Active,Land,,
DC1433,Vehicle Screening Building(Vsb),11,3801 Nebraska Ave Nw,Washington,DC,20016,38.93919,-77.082131,1109.22,2011,1198,Eleanor Norton,Active,Building,,
MD0545,East Lowrise,3,6401 Security Blvd,Woodlawn,MD,21207,39.3116929,-76.729883,118089.37,2000,2407,Kweisi Mfume,Active,Building,,
DC0211,Main Utility Tunnel Bldg #216,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.8489822,-76.996036,0,2012,1198,Eleanor Norton,Active,Structure,,
CT0024,Richard C. Lee U S Courthouse,1,141 Church St,New Haven,CT,6510,41.3065706,-72.925311,101910.15,1919,903,Rosa DeLauro,Active,Building,,
WA7913,303 Bradley Avenue,10,303 Bradley Blvd,Richland,WA,99352,46.2683979,-119.26885,979,2000,5304,Dan Newhouse,Active,Building,,
NY7541,6500 Sheridan Drive,2,6500 Sheridan Dr,Buffalo,NY,14221,42.97824,-78.698103,4848,2000,3626,Brian Higgins,Active,Building,,
TX0057,Terminal Annex Federal Building,7,207 S Houston St,Dallas,TX,75202,32.77754,-96.807981,233324.42,1937,4830,Jasmine Crockett,Active,Building,,
NM1600,Fbi Las Cruces,7,2509 N Telshor Blvd,Las Cruces,NM,88011,32.34434,-106.76602,17072,2015,3502,Gabe Vasquez,Active,Building,,
SD1398,Watertown Usda,8,1720 4Th St Ne,Watertown,SD,57201,44.92298,-97.1062,7869,2011,4600,Dusty Johnson,Active,Building,,
MD1024,Southgate Marketplace,3,337-A Hospital Drive,Glen Burnie,MD,21061,39.1612364,-76.632473,9469,2000,2403,John Sarbanes,Active,Building,,
GA0057,William Augustus Bootle Fb Ch,4,475 Mulberry St,Macon,GA,31201,32.83712,-83.625501,77323.22,1908,1302,Sanford Bishop,Active,Building,,
GA2424,Statesboro Ssa Building,4,1050 Brannen St,Statesboro,GA,30461,32.42789,-81.754041,8086,2009,1312,Rick Allen,Active,Building,,
CA8421,170 Russell Avenue,9,170 Russell Ave,Susanville,CA,96130,40.41379,-120.63672,3406,2000,601,Doug LaMalfa,Active,Building,,
NV8210,Federal Justice Tower,9,501 S Las Vegas Blvd,Las Vegas,NV,89101,36.16423,-115.14347,132277,2011,3201,Dina Titus,Active,Building,,
TN2221,186 Commerce St Bldg,4,186 Commerce St,Paris,TN,38242,36.29096,-88.309181,7160,2000,4708,David Kustoff,Active,Building,,
TX2576,Roberson Building,7,3133 General Hudnell Dr,San Antonio,TX,78226,29.383092,-98.560926,26712,2000,4823,Tony Gonzales,Active,Building,,
CO0046,Fort Collins Fb Po,8,301 S Howes St,Fort Collins,CO,80521,40.58366,-105.082,76161.8,1972,802,Joe Neguse,Active,Building,,
RI7101,Bellevue Plaza,1,130 Bellevue Ave,Newport,RI,2840,41.48448,-71.308421,5028,2000,4401,David N. Cicilline,Active,Building,,
WI1741,Waterford Professional Building,5,216 Pinnacle Way,Eau Claire,WI,54701,44.81371,-91.472431,3744,2007,5503,Derrick Van Orden,Active,Building,,
FL3254,"11230 Nw Dolphin Commerce Center, Miami, Fl",4,11230 Nw 20Th St,Miami,FL,33172,25.792011,-80.379243,29787,2009,1228,Carlos Gimenez,Active,Building,,
WA7566,Tacoma Financial Ctr,10,1145 Broadway,Tacoma,WA,98402,47.2514863,-122.43933,12000,2000,5306,Derek Kilmer,Active,Building,,
FL2366,Southpoint Boulevard Building,4,4121 Southpoint Blvd,Jacksonville,FL,32216,30.25676,-81.590161,21300,2000,1205,John Rutherford,Active,Building,,
KY3036,Olympic Corporate Center Ii,4,3900 Olympic Blvd,Erlanger,KY,41018,39.05387,-84.630641,11652,2000,2104,Thomas Massie,Active,Building,,
AK3431,27-12 Midtown Building,10,9001 E Frontage Rd,Palmer,AK,99645,61.6000132,-149.22354,6225,2000,200,Mary Peltola,Active,Building,,
NY7619,"2108 Adam Clayton Powell Jr. Blvd, New York Ny 10027",2,2108 Adam Clayton Powell Jr Blvd,New York,NY,10027,40.80933,-73.948221,6971,2000,3613,Adriano Espaillat,Active,Building,,
DC0391,3015 V Street,11,3015 V St Ne,Washington,DC,20018,38.91845,-76.965091,17500,2000,1198,Eleanor Norton,Active,Building,,
IL2564,A Perryville Place,5,2990 N Perryville Rd,Rockford,IL,61107,42.3041222,-88.979415,18325,2008,1716,Darin LaHood,Active,Building,,
OK1323,Williams Center Tower 1,7,1 W 3Rd St,Tulsa,OK,74103,36.15359,-95.991781,60134,2000,4001,Kevin Hern,Active,Building,,
PA0886,701 East Chelten Avenue,3,701 E Chelten Ave,Philadelphia,PA,19144,40.04434,-75.166201,14990,2000,4203,Dwight Evans,Active,Building,,
TX2991,Wayside Business Center,7,8222 N Belt Line Rd,Irving,TX,75063,32.918043,-96.992875,80523,2020,4824,Beth Van Duyne,Active,Building,,
VA0396,1525 Wilson Blvd,11,1525 Wilson Blvd,Arlington,VA,22209,38.89507,-77.075311,69998,2000,5108,Donald Beyer,Active,Building,,
DC0469,Vehicle Main Fac,11,2702 S Capitol St Se,Washington,DC,20032,38.856566,-77.005041,73570.27,1996,1198,Eleanor Norton,Active,Building,,
VA0828,Dulles Park Technology Center,11,13461 Sunrise Valley Dr,Herndon,VA,20171,38.95814,-77.413221,39106,2000,5111,Gerald Connolly,Active,Building,,
MT0584,"Piegan Poe - Housing Unit #11, Residence #11",8,5023 Us Highway 89 W,Babb,MT,59411,48.99299,-113.382,0,2004,3001,Ryan Zinke,Excess,Building,,
CA8295,800 Business Park Drive,9,800 Business Park Dr,Dixon,CA,95620,38.45346,-121.81952,8960,2008,604,Mike Thompson,Active,Building,,
OK0101,Oklahoma City Federal Building,7,301 Nw 6Th St,Oklahoma City,OK,73102,35.474326,-97.518395,166965.01,2003,4005,Stephanie Bice,Active,Building,,
TX2806,Fuller Ridge I,7,4500 Fuller Dr,Irving,TX,75038,32.8679,-96.947591,42286,1979,4806,Jake Ellzey,Active,Building,,
NC2595,Lockland Avenue Building,4,1370 Lockland Ave,Winston Salem,NC,27103,36.07072,-80.264941,15655,2008,3705,Virginia Foxx,Active,Building,,
PA0924,One Ridgewod Place,3,400 Boot Rd,Downingtown,PA,19335,40.00161,-75.689611,5452,2000,4206,Chrissy Houlahan,Active,Building,,
OH1936,500 Market Street,5,500 Market St,Steubenville,OH,43952,40.360266,-80.617122,3501,2000,3906,Bill Johnson,Active,Building,,
FL3411,Royal Palm Ii,4,900 S Pine Island Rd,Plantation,FL,33324,26.1093479,-80.261313,11888,2000,1225,Debbie Wasserman Schultz,Active,Building,,
OK1311,Pratt Tower Office Bldg,7,125 W 15Th St,Tulsa,OK,74119,36.1406778,-95.988756,24476,2000,4001,Kevin Hern,Active,Building,,
ID4396,Coeur D'Alene Fbi Building,10,2155 W Riverstone Dr,Coeur D'Alene,ID,83814,47.6984057,-116.81389,9350,2000,1601,Russ Fulcher,Active,Building,,
MO2015,Ssa (Chippewa Replacement),6,8800 Watson Rd,Crestwood,MO,63119,38.56223,-90.364991,0,2001,2902,Ann Wagner,Active,Building,,
DC0243,New Pump House,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,1994.76,2012,1198,Eleanor Norton,Active,Building,,
AZ8169,Promed,9,2270 S Ridgeview Dr,Yuma,AZ,85364,32.68602,-114.6386,6759,2006,407,Raul Grijalva,Active,Building,,
OR6728,First & Main,10,100 Sw Main St,Portland,OR,97204,45.514861,-122.67561,169910,2007,4101,Suzanne Bonamici,Active,Building,,
NY7701,"1 Old Country Rd, Carle Place, Ny 11514-1834",2,1 Old Country Rd,Carle Place,NY,11514,40.7427931,-73.6215975,74679.88,2000,3603,George Santos,Active,Building,,
AL2278,Mda Arc,4,6724 Odyssey Dr Nw,Huntsville,AL,35806,34.721955,-86.67332,92080,2009,105,Dale Strong,Active,Building,,
MO1868,Empire Bank Bldg,6,1940 W Chesterfield Blvd,Springfield,MO,65807,37.1459591,-93.319867,5323,2000,2907,Eric Burlison,Active,Building,,
MS2223,1911 Broadway,4,1911 Broadway Dr,Hattiesburg,MS,39402,31.29781,-89.324691,12209,2008,2804,Mike Ezell,Active,Building,,
MT0590,Piegan Poe - Emergency Generator Bldg 2,8,Emergency Generator Bldg #2,Babb,MT,59411,48.99388,-113.382,460,2004,3001,Ryan Zinke,Excess,Structure,,
MD1901,Calverton Tower,11,11785 Beltsville Dr,Beltsville,MD,20705,39.05145,-76.934851,144843,2000,2404,Glenn Ivey,Active,Building,,
MS2109,713 South Pear Orchard Bldg.,4,713 S Pear Orchard Rd,Ridgeland,MS,39157,32.4053981,-90.123593,7277,2000,2803,Michael Guest,Active,Building,,
IA1486,Terra Centre Building,6,600 4Th St,Sioux City,IA,51101,42.49376,-96.402781,14366,2000,1904,Randy Feenstra,Active,Building,,
PA0877,Thornhill Drive Building,3,178 Thorn Hill Rd,Warrendale,PA,15086,40.67167,-80.113711,11380,1970,4217,Christopher Deluzio,Active,Building,,
VA0107,45610 Woodland,11,45610 Woodland Rd,Sterling,VA,20166,39.0209075,-77.4219907,6137,2024,5110,Jennifer Wexton,Active,Building,,
TX8027,Bpsh Laredo Site,7,207 W Del Mar Blvd,Laredo,TX,78041,27.567126,-99.500136,0,2000,4828,Henry Cuellar,Active,Building,,
CA7483,Ssa Building - Alhambra,9,900 S Garfield Ave,Alhambra,CA,91801,34.08542,-118.12268,0,1952,628,Judy Chu,Active,Building,,
MO0603,Federal Ctr Bg 102,6,4300 Goodfellow Blvd,St. Louis,MO,63120,38.691051,-90.26915,0,1942,2901,Cori Bush,Decommissioned,Building,,
IN1784,Ssa Vincennes,5,606 Veterans Dr,Vincennes,IN,47591,38.6649,-87.509971,8600,2000,1808,Larry Bucshon,Active,Building,,
CO1979,"M.R. Champa, Llc",8,1500 Champa St,Denver,CO,80202,39.74566,-104.995,20984,1963,801,Diana DeGette,Active,Building,,
NY7081,Air Cargo Bldg No 3,2,Syracuse Hancock Int'L Airport,Syracuse,NY,13212,43.11297,-76.11203,10994,2000,3622,Brandon Williams,Active,Building,,
TN2231,Cedar Ridge,4,408 N Cedar Bluff Rd,Knoxville,TN,37923,35.92311,-84.091781,1831,2000,4702,Tim Burchett,Active,Building,,
WA0028,Richard B. Anderson Federal Building,10,138 W 1 St,Port Angeles,WA,98362,48.1194821,-123.43535,19193.24,1933,5306,Derek Kilmer,Active,Building,,
FL1102,"Executive Center, Fort Myers, Fl",4,4220 Executive Cir,Fort Myers,FL,33916,26.6002849,-81.844796,35630,2016,1219,Byron Donalds,Active,Building,,
MI2170,3971 Research Park Drive,5,3971 Research Park Dr,Ann Arbor,MI,48108,42.23021,-83.730761,10938,2000,2606,Debbie Dingell,Active,Building,,
MI0073,Charles Chamberlain,5,315 W Allegan St,Lansing,MI,48933,42.73209,-84.556241,101859,1934,2607,Elissa Slotkin,Active,Building,,
PA0801,Market Square Plaza,3,17 N 2Nd St,Harrisburg,PA,17101,40.26034,-76.882621,12208,2000,4210,Scott Perry,Active,Building,,
VA0751,103-105 West Main Street Bldg,3,103 W Main St,Salem,VA,24153,37.2926,-80.061161,6612.5,1972,5106,Ben Cline,Active,Building,,
CO2149,Marine Street Sciences Building,8,3215 Marine St,Boulder,CO,80303,40.01397,-105.25,29170,2000,802,Joe Neguse,Active,Building,,
TX3085,Reniassance Tower,7,1201 Elm St,Dallas,TX,75270,32.781312,-96.802137,0,2000,4830,Jasmine Crockett,Active,Building,,
DC1351,St E; 68; Q Building,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1901,1198,Eleanor Norton,Active,Building,,
TX0378,Usbs Del Rio Import Dock,7,3140 Spur 239 International Bridge,Del Rio,TX,78840,29.335163,-100.91478,20382.75,1999,4823,Tony Gonzales,Active,Structure,,
GA2493,"Irs Snapfinger Tech Ctr, Decatur, Ga",4,5255 Snapfinger Park Dr,Decatur,GA,30035,33.70429,-84.174221,18311,2000,1304,Henry Johnson,Active,Building,,
CO2153,Midland Center - Glenwood Springs,8,120 Midland Ave,Glenwood Springs,CO,81601,39.55835,-107.357,6570,2017,803,Lauren Boebert,Active,Building,,
GA0017,Savannah Cth Annex,4,124 Barnard St,Savannah,GA,31401,32.078187,-81.093902,31120.39,2021,1301,Earl Carter,Active,Building,,
OK1519,Nc 800,7,1235 Westheimer Dr,Norman,OK,73069,35.2379281,-97.461434,3700,2000,4004,Tom Cole,Active,Building,,
NM1583,Office And Light Laboratory,7,801 University Blvd Se,Albuquerque,NM,87106,35.0726,-106.6311,5624,1994,3501,Melanie Stansbury,Active,Building,,
WV0318,16 Sterling Drive,3,16 Sterling Dr,Bridgeport,WV,26330,39.256821,-80.28212,6541,2000,5402,Alexander Mooney,Active,Building,,
WA7814,Owen Enterprises,10,1921 W Highway 101,Port Angeles,WA,98363,48.1049471,-123.48935,2600,2000,5306,Derek Kilmer,Active,Building,,
OK1489,Social Security Administration Ok1489,7,1306 Tarby Rd,Poteau,OK,74953,35.092764,-94.628358,6256,2000,4002,Josh Brecheen,Active,Building,,
CA7467,8505 Aero Drive,9,8505 Aero Dr,San Diego,CA,92123,32.80918,-117.14409,10059,2003,651,Sara Jacobs,Active,Building,,
UT1542,Coor. Financial Ctr.,8,324 S State St,Salt Lake City,UT,84111,40.76209,-111.889,3206,2000,4901,Blake Moore,Active,Building,,
KS1539,Cipe Prkg Lot,6,100 W 3Rd St N,Wichita,KS,67202,37.6916584,-97.338312,0,2000,2004,Ron Estes,Active,Structure,,
MD1868,Frc Bldg 75 Office,11,10903 New Hampshire Ave,Silver Spring,MD,20993,39.036501,-76.982792,353901.12,2014,2408,Jamie Raskin,Active,Building,,
MI2151,208 Bingham / 127 Maple,5,208 Bingham Ave,Sault Ste Marie,MI,49783,46.499385,-84.343762,12160,2000,2601,Jack Bergman,Active,Building,,
OR6591,Portland International Center - Alderwood Rd,10,8337 Ne Alderwood Rd,Portland,OR,97220,45.5758154,-122.57461,21200,2000,4103,Earl Blumenauer,Active,Building,,
MD0533,Doe Auditorium,11,Route 118,Germantown,MD,20874,39.1813762,-77.255937,13838.33,1957,2406,David Trone,Active,Building,,
MO1916,Victpk Gsa Llc,6,401 Nw Capital Dr,Lees Summit,MO,64086,38.93786,-94.390251,7725,2000,2905,Emanuel Cleaver,Active,Building,,
NV7000,Silver Crest Building Center,9,567 W Silver St,Elko,NV,89801,40.82514,-115.76898,3192,1999,3202,Mark Amodei,Active,Building,,
WY1262,Popo Agie Bldg,8,170 N 1St St,Lander,WY,82520,42.83353,-108.727,7600.98,2000,5600,Harriet Hageman,Active,Building,,
MI3102,Bussell Properties (7015 Metro Plex Drive,5,7015 Metro Plex Dr,Romulus,MI,48174,42.2544961,-83.332061,9422,2000,2613,Shri Thanedar,Active,Building,,
MN2608,Germain Plaza,5,1010 W Germain St,St. Cloud,MN,55306,45.55815,-94.164166,3510,2000,2706,Tom Emmer,Active,Building,,
NY0375,Administrative Bldg-Massena,2,30 Seaway International Bridge Road,Rooseveltown,NY,13683,44.930554,-74.888208,57585.76,2009,3621,Elise Stefanik,Active,Building,,
TX2159,Wells Fargo Plaza Tx2159,7,3000 Briarcrest Dr,Bryan,TX,77802,30.66081,-96.328601,16254,1984,4810,Michael McCaul,Active,Building,,
